book_name,author_id,author_name,publishing_company,city,fiscal_year,calendar_year,year_month,date,AutoARIMA,HoltWinters,SeasonalNaive
Decade third economy cost stock culture.,15199236,Angel Silva,Scott Inc,East Robert,2025,2024,202409,2024-09-01,226982.34,210095.5,215040.81
Decade third economy cost stock culture.,15199236,Angel Silva,Scott Inc,East Robert,2025,2024,202410,2024-10-01,228091.25,213522.98,215070.69
Decade third economy cost stock culture.,15199236,Angel Silva,Scott Inc,East Robert,2025,2024,202411,2024-11-01,248642.66,236069.58,217043.56
Decade third economy cost stock culture.,15199236,Angel Silva,Scott Inc,East Robert,2025,2024,202412,2024-12-01,234709.23,232013.78,214998.03
Decade third economy cost stock culture.,15199236,Angel Silva,Scott Inc,East Robert,2025,2025,202501,2025-01-01,239153.02,220742.86,213173.61
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202310,2023-10-01,173623.5,144002.97,124624.36
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202311,2023-11-01,164024.48,133423.66,130359.125
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202312,2023-12-01,148301.0,112091.44,119665.94
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202401,2024-01-01,173649.84,139088.19,160933.03
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202402,2024-02-01,154276.61,113587.13,143022.0
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202403,2024-03-01,171304.2,140702.42,159588.94
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202404,2024-04-01,153656.36,133534.16,130548.664
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202405,2024-05-01,175142.73,139901.98,175018.97
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202406,2024-06-01,147019.86,107530.85,134871.3
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202407,2024-07-01,171207.9,118562.41,181237.81
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202408,2024-08-01,158951.52,110900.766,162933.81
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202409,2024-09-01,179986.81,137914.0,186645.0
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202410,2024-10-01,169259.64,123596.6,124624.36
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202411,2024-11-01,161164.36,113017.29,130359.125
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202412,2024-12-01,146426.44,91685.07,119665.94
Up challenge ten world support.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2025,202501,2025-01-01,172421.22,118681.82,160933.03
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2023,202310,2023-10-01,238157.72,226903.92,231716.61
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2023,202311,2023-11-01,243976.33,234340.33,232388.0
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2023,202312,2023-12-01,236263.94,226830.28,228068.94
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202401,2024-01-01,234353.62,226357.52,226816.61
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202402,2024-02-01,232142.38,226133.73,226843.61
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202403,2024-03-01,229828.62,225260.83,227711.03
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202404,2024-04-01,239940.55,238783.19,237261.47
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202405,2024-05-01,242267.84,241998.22,242626.53
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202406,2024-06-01,240206.95,237765.12,236371.92
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202407,2024-07-01,238847.73,230259.39,238573.08
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2024,2024,202408,2024-08-01,249232.97,236654.17,238818.83
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2025,2024,202409,2024-09-01,243952.38,233431.64,245848.17
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2025,2024,202410,2024-10-01,232763.28,225175.25,231716.61
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2025,2024,202411,2024-11-01,236025.34,232775.22,232388.0
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2025,2024,202412,2024-12-01,229998.36,225413.25,228068.94
Until power student side where grow.,12219148,Lisa Taylor,Bond Group,Antonioburgh,2025,2025,202501,2025-01-01,228414.88,225074.58,226816.61
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2023,202310,2023-10-01,166600.77,160695.81,172775.0
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2023,202311,2023-11-01,167050.0,156969.34,173224.25
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2023,202312,2023-12-01,170671.16,160678.08,176845.39
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202401,2024-01-01,159058.5,152303.58,165232.73
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202402,2024-02-01,151534.98,147742.11,157709.22
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202403,2024-03-01,154859.16,150067.95,161033.39
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202404,2024-04-01,164690.05,159549.25,170864.3
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202405,2024-05-01,156177.92,155244.47,162352.16
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202406,2024-06-01,173465.95,152374.81,179640.2
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202407,2024-07-01,156014.86,144716.73,162189.1
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2024,2024,202408,2024-08-01,155815.33,152933.47,161989.58
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2025,2024,202409,2024-09-01,159684.52,150385.1,165858.75
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2025,2024,202410,2024-10-01,160426.52,148465.27,172775.0
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2025,2024,202411,2024-11-01,160875.77,144738.8,173224.25
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2025,2024,202412,2024-12-01,164496.92,148447.53,176845.39
Economy try marriage adult per.,108333899,Cindy Foley,Bond Group,Robertbury,2025,2025,202501,2025-01-01,152884.25,140073.03,165232.73
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2023,202310,2023-10-01,281468.9,257053.69,325062.84
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2023,202311,2023-11-01,241258.58,207625.0,284852.5
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2023,202312,2023-12-01,218395.6,193447.67,261989.52
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202401,2024-01-01,252086.81,218914.03,295680.72
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202402,2024-02-01,235991.27,205200.28,279585.2
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202403,2024-03-01,265741.38,269807.0,309335.3
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202404,2024-04-01,265638.03,265740.97,309231.94
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202405,2024-05-01,254368.2,247052.8,297962.12
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202406,2024-06-01,236149.0,237576.38,279742.9
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202407,2024-07-01,223480.47,218344.55,267074.38
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202408,2024-08-01,255124.25,230698.78,298718.16
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202409,2024-09-01,218796.88,214378.33,262390.78
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202410,2024-10-01,237874.98,213888.14,325062.84
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202411,2024-11-01,197664.66,166243.88,284852.5
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202412,2024-12-01,174801.67,153777.2,261989.52
Often customer many realize bed.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2025,202501,2025-01-01,208492.89,180883.5,295680.72
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2023,202310,2023-10-01,98105.93,110803.24,91995.125
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2023,202311,2023-11-01,115379.664,124263.4,112180.34
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2023,202312,2023-12-01,99205.88,110139.62,97530.875
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202401,2024-01-01,117191.13,121464.14,116314.17
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202402,2024-02-01,101013.73,117578.39,100554.59
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202403,2024-03-01,104604.38,111267.98,104364.0
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202404,2024-04-01,98737.2,124947.19,98611.35
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202405,2024-05-01,101890.75,115494.94,101824.87
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202406,2024-06-01,101359.4,117472.68,101324.91
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202407,2024-07-01,104908.13,113753.305,104890.08
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2024,2024,202408,2024-08-01,128147.05,133327.36,128137.586
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2025,2024,202409,2024-09-01,120552.766,134839.23,120547.82
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2025,2024,202410,2024-10-01,98108.52,125209.92,91995.125
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2025,2024,202411,2024-11-01,115381.02,138670.1,112180.34
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2025,2024,202412,2024-12-01,99206.59,124546.3,97530.875
Design later on concern.,25845347,Adrian Stevens,Contreras and Sons,Antonioburgh,2025,2025,202501,2025-01-01,117191.5,135870.83,116314.17
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2023,202310,2023-10-01,135990.86,117600.84,135333.98
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2023,202311,2023-11-01,137037.2,122691.6,136380.33
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2023,202312,2023-12-01,127359.9,119619.34,126703.02
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202401,2024-01-01,121710.67,113771.4,121053.8
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202402,2024-02-01,115009.5,111912.21,114352.625
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202403,2024-03-01,119951.445,117779.414,119294.57
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202404,2024-04-01,119254.586,122344.586,118597.71
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202405,2024-05-01,125786.016,122846.48,125129.13
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202406,2024-06-01,128290.44,118263.805,127633.56
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202407,2024-07-01,130979.31,117366.27,130322.44
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2024,2024,202408,2024-08-01,129538.96,118229.695,128882.086
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2025,2024,202409,2024-09-01,129060.93,113276.9,128404.055
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2025,2024,202410,2024-10-01,136647.73,112765.39,135333.98
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2025,2024,202411,2024-11-01,137694.08,118100.7,136380.33
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2025,2024,202412,2024-12-01,128016.77,115260.63,126703.02
More gas positive old mean.,28876559,Sylvia Roberts,Bond Group,Robertbury,2025,2025,202501,2025-01-01,122367.55,109633.125,121053.8
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2023,202310,2023-10-01,1105.3605,1284.0973,1126.3401
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2023,202311,2023-11-01,1105.3605,1305.8121,1243.4736
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2023,202312,2023-12-01,1105.3605,1327.8531,1072.4254
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202401,2024-01-01,1105.3605,1231.7554,1305.0792
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202402,2024-02-01,1105.3605,1178.5746,1198.3921
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202403,2024-03-01,1105.3605,1172.4916,883.4406
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202404,2024-04-01,1105.3605,1042.5507,866.1666
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202405,2024-05-01,1105.3605,1214.758,1340.0282
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202406,2024-06-01,1105.3605,1279.119,987.85187
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202407,2024-07-01,1105.3605,1188.0316,1409.4207
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2024,2024,202408,2024-08-01,1105.3605,1363.0677,1008.60504
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2025,2024,202409,2024-09-01,1105.3605,1318.4961,1116.3124
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2025,2024,202410,2024-10-01,1105.3605,1397.0104,1126.3401
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2025,2024,202411,2024-11-01,1105.3605,1418.7251,1243.4736
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2025,2024,202412,2024-12-01,1105.3605,1440.7662,1072.4254
Difficult night nature police necessary bad.,32027695,Kristina Kim,Barnes Inc,Port Anthonyhaven,2025,2025,202501,2025-01-01,1105.3605,1344.6685,1305.0792
Between me most someone rather various.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2023,202310,2023-10-01,64481.32,63032.332,60111.06
Between me most someone rather various.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2023,202311,2023-11-01,64481.32,63935.81,59344.664
Between me most someone rather various.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2023,202312,2023-12-01,64481.32,61951.7,57610.523
Between me most someone rather various.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202401,2024-01-01,64481.32,63217.938,61094.97
Between me most someone rather various.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202402,2024-02-01,64481.32,62419.184,60403.492
Between me most someone rather various.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202403,2024-03-01,64481.32,70347.58,59807.207
